Customer_Name,#Purchases,Total_Sales,Average Profit % gained,First_Purchase_Date,Latest_Purchase_Date,Products_Purchased,Location_Count,Avg_delivery_time
Dianna Wilson,11,5271.628,48.38757920224982,2014-06-01,2017-05-27,"[""Global Deluxe High-Back Manager's Chair"" 'Safco Steel Mobile File Cart'
 'Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book'
 ""Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room""
 'Xerox 205' 'SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black'
 'Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop'
 'Binding Machine Supplies' 'Google Nexus 5'
 'Panasonic KX TS3282W Corded phone'
 'Global Adaptabilities Conference Tables']",['Lakeville' 'Detroit' 'Oakland' 'Louisville' 'San Diego'],4.636363636363637
Dionis Lloyd,12,3539.322,47.91090133471084,2015-12-25,2017-10-15,"['Self-Adhesive Removable Labels'
 '#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes'
 'First Data FD10 PIN Pad' 'Tennsco Single-Tier Lockers'
 'Logitech B530 USB\xa0Headset\xa0-\xa0headset\xa0- Full size, Binaural'
 'Rush Hierlooms Collection Rich Wood Bookcases' 'Xerox 1978' 'Newell 351'
 'Okidata C331dn Printer' 'Xerox 1941'
 'Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White'
 'Executive Impressions 14"" Two-Color Numerals Wall Clock']","['San Francisco' 'New York City' 'Columbus' 'Philadelphia' 'Detroit'
 'Spokane' 'Chandler' 'Thousand Oaks']",4.5
Don Jones,13,2501.688,53.507306416248824,2014-08-17,2017-11-12,"['Telescoping Adjustable Floor Lamp' 'Xerox 1929'
 'Avery Non-Stick Binders' 'Colored Push Pins'
 'Logitech\xa0Gaming G510s - Keyboard'
 'Global Troy Executive Leather Low-Back Tilter'
 'Global Armless Task Chair, Royal Blue' 'Xerox 209'
 'Aluminum Screw Posts' 'Seth Thomas 16"" Steel Case Clock'
 '#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes'
 'SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card' 'Avery 473']","['Murfreesboro' 'Little Rock' 'San Diego' 'Philadelphia' 'Woonsocket'
 'San Francisco' 'Tempe' 'New York City']",3.769230769230769
Don Miller,10,1376.792,26.79289521507846,2014-07-05,2016-09-05,"['Xerox 202' 'Staples' 'Xerox 1930'
 'Advantus Panel Wall Certificate Holder - 8.5x11'
 'Wilson Jones Four-Pocket Poly Binders' 'Luxo Adjustable Task Clamp Lamp'
 'Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting'
 'Space Solutions Industrial Galvanized Steel Shelving.'
 'Logitech\xa0LS21 Speaker System - PC Multimedia - 2.1-CH - Wired'
 'Fellowes Staxonsteel Drawer Files']",['Houston' 'Palm Coast' 'New York City'],3.1
Don Weiss,9,344.08000000000004,28.97223209308021,2016-02-27,2017-09-23,"['Belkin 8 Outlet SurgeMaster II Gold Surge Protector'
 'Sterilite Officeware Hinged File Box'
 'Avery Printable Repositionable Plastic Tabs'
 'Zebra Zazzle Fluorescent Highlighters' 'Xerox 199'
 'Boston 16801 Nautilus Battery Pencil Sharpener'
 'DAX Two-Tone Silver Metal Document Frame' 'Avery 511' 'Newell 345']",['Seattle' 'Jackson' 'New York City' 'Houston' 'Dallas'],3.6666666666666665
Dorothy Badders,14,3908.8028000000004,33.17951850992536,2014-04-21,2017-09-14,"['Nontoxic Chalk'
 'Imation\xa0Swivel\xa0Flash Drive\xa0USB\xa0flash drive\xa0- 8 GB'
 'Avery Durable Poly Binders'
 'Sauder Mission Library with Doors, Fruitwood Finish'
 'Fellowes Staxonsteel Drawer Files'
 'Self-Adhesive Address Labels for Typewriters by Universal'
 'Eldon Pizzaz Desk Accessories' 'Newell 34' 'Staple envelope'
 'Bush Cubix Collection Bookcases, Fully Assembled' 'Easy-staple paper'
 '3.6 Cubic Foot Counter Height Office Refrigerator' 'Xerox 1988'
 'SAFCO Commercial Wire Shelving, Black']","['Jacksonville' 'Dublin' 'Fort Worth' 'Fayetteville' 'Newark' 'Raleigh'
 'Henderson']",4.928571428571429
Dorothy Dickinson,9,269.542,25.403333339841268,2014-03-31,2017-11-19,"['GBC Standard Recycled Report Covers, Clear Plastic Sheets'
 'OIC Binder Clips' 'Fellowes Black Plastic Comb Bindings'
 'Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver '
 'Avery 491' 'Adams ""While You Were Out"" Message Pads' 'Newell 34'
 'Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”'
 'Tennsco Industrial Shelving']",['Houston' 'Alexandria' 'Chicago' 'Philadelphia' 'Los Angeles' 'Memphis'],3.7777777777777777
Dorothy Wardle,10,1204.8539999999998,31.83905468465091,2014-08-24,2017-05-02,"['Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5'
 'Xerox 1916' 'Staples'
 'Eldon Advantage Chair Mats for Low to Medium Pile Carpets'
 'Sauder Cornerstone Collection Library' 'Xerox 1905'
 'Acme Titanium Bonded Scissors' 'Logitech\xa0Illuminated - Keyboard'
 'Xerox 1999'
 'Sauder Forest Hills Library with Doors, Woodland Oak Finish']","['Columbus' 'Westfield' 'Fayetteville' 'San Francisco' 'Owensboro'
 'Edmonds' 'Troy']",3.8
Dorris liebe,6,755.602,24.502547261167944,2014-03-30,2017-09-02,"['Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac'
 'Eldon 200 Class Desk Accessories, Burgundy'
 'Cardinal Holdit Business Card Pockets'
 'Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back'
 'Sterilite Show Offs Storage Containers' 'Avery 490']",['Pasadena' 'Cleveland' 'Seattle' 'New York City'],5.0
Doug Bickford,11,1989.05,38.03748573405015,2014-09-30,2017-11-27,"['Storex Dura Pro Binders' 'Hewlett Packard LaserJet 3310 Copier'
 'Avery Non-Stick Binders' 'Pencil and Crayon Sharpener'
 'Belkin 5 Outlet SurgeMaster Power Centers'
 'DXL Angle-View Binders with Locking Rings by Samsill'
 'SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h'
 'Fellowes High-Stak Drawer Files' 'Fellowes Econo/Stor Drawers'
 'Xerox 1883'
 'Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book']",['Los Angeles' 'Asheville' 'Seattle' 'San Francisco' 'Charlotte' 'Tucson'],3.8181818181818183
Doug Jacobs,8,3356.3979999999997,39.50189304027126,2015-12-14,2017-12-18,"['Avery Hanging File Binders' 'Fellowes Neat Ideas Storage Cubes'
 'Advantus Rolling Storage Box' 'Staples in misc. colors'
 'Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back'
 'Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center'
 'Sanford Pocket Accent Highlighters' 'HTC One']",['New York City' 'Portland'],5.125
Doug O'Connell,11,1267.316,42.48724676418384,2015-11-07,2017-12-04,"['Griffin GC17055 Auxiliary Audio Cable' 'Xerox 200'
 'Global Value Steno Chair, Gray' 'Xerox 213' 'Xerox 1886'
 'Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets'
 'Tensor ""Hersey Kiss"" Styled Floor Lamp' 'Global Low Back Tilter Chair'
 'Microsoft Wireless Mobile Mouse 4000' 'Xerox 225']","['Los Angeles' 'Lawrence' 'Boynton Beach' 'Houston' 'Salt Lake City'
 'Paterson' 'Pine Bluff']",4.454545454545454
Duane Benoit,10,1155.2019999999998,45.389079324389286,2014-06-17,2017-12-18,"['DAX Charcoal/Nickel-Tone Document Frame, 5 x 7' 'Xerox 1953'
 'Wilson Jones Leather-Like Binders with DublLock Round Rings'
 'Texas Instruments TI-34 Scientific Calculator'
 'Tennsco Industrial Shelving' 'Xerox 1909'
 'GuestStacker Chair with Chrome Finish Legs'
 'Ibico Plastic Spiral Binding Combs'
 'Pressboard Hanging Data Binders for Unburst Sheets'
 'Southworth 100% Résumé Paper, 24lb.']","['Oceanside' 'Dallas' 'Houston' 'Newark' 'Lancaster' 'Los Angeles'
 'Middletown']",5.3
Duane Huffman,11,1043.096,28.38255377988471,2014-08-12,2015-11-15,"['Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting'
 'Staple remover' 'Avery 489'
 'Sauder Camden County Barrister Bookcase, Planked Cherry Finish'
 'Xerox 229' 'Bulldog Vacuum Base Pencil Sharpener' 'Maxell 4.7GB DVD-R'
 'Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors'
 'Acco Side-Punched Conventional Columnar Pads' 'Avery 501'
 '12-1/2 Diameter Round Wall Clock']",['Quincy' 'San Francisco' 'Miami' 'Harrisonburg'],2.5454545454545454
Duane Noonan,11,2139.79,45.04634878355194,2014-09-20,2017-05-27,"['Premium Writing Pencils, Soft, #2 by Central Association for the Blind'
 'Sortfiler Multipurpose Personal File Organizer, Black'
 'Eldon Expressions Wood Desk Accessories, Oak'
 'C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx'
 ""O'Sullivan Living Dimensions 2-Shelf Bookcases""
 'Logitech 910-002974 M325 Wireless Mouse for Web Scrolling'
 'Round Ring Binders' 'Xerox 197'
 'Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting'
 'Magnifier Swing Arm Lamp'
 ""Electrix Architect's Clamp-On Swing Arm Lamp, Black""]","['San Francisco' 'Columbia' 'Seattle' 'New York City' 'Moreno Valley'
 'Tulsa']",4.909090909090909
Ed Braxton,12,3644.978,17.818173694799523,2014-07-08,2017-11-12,"['Chromcraft Rectangular Conference Tables'
 'Deluxe Rollaway Locking File with Drawer'
 'Avery Durable Slant Ring Binders, No Labels'
 'Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S'
 'GBC Personal VeloBind Strips'
 'Bush Cubix Conference Tables, Fully Assembled'
 'Hon 2111 Invitation Series Corner Table'
 'Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue'
 'White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11'
 '3M Polarizing Light Filter Sleeves'
 ""Global Wood Trimmed Manager's Task Chair, Khaki"" 'Xerox 1997']","['Akron' 'New York City' 'Fort Worth' 'San Diego' 'Anaheim'
 'San Francisco' 'Houston' 'Philadelphia' 'Mansfield']",3.75
Ed Jacobs,8,2162.174,17.737631794710133,2014-01-27,2017-03-03,"['Recycled Steel Personal File for Hanging File Folders'
 'Balt Split Level Computer Training Table'
 'Dixon Ticonderoga Core-Lock Colored Pencils' 'Xerox 224'
 'Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats'
 'Imation Bio 2GB USB\xa0Flash Drive Imation\xa0Corp'
 'Novimex Turbo Task Chair' 'Fellowes High-Stak Drawer Files']",['San Diego' 'Huntsville' 'Los Angeles' 'Philadelphia'],5.125
Ed Ludwig,2,124.28,53.59477124183008,2016-04-22,2017-10-14,"['Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""'
 'Eldon Advantage Chair Mats for Low to Medium Pile Carpets']",['Columbia' 'Jefferson City'],4.5
Edward Becker,20,3236.314,27.269687686255896,2015-03-12,2017-11-25,"['Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue'
 'Compact Automatic Electric Letter Opener'
 'SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card'
 'Tenex Antistatic Computer Chair Mats'
 'Convenience Packs of Business Envelopes'
 'Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak'
 'Acrylic Self-Standing Desk Frames' 'Nu-Dell Executive Frame'
 'PayAnywhere Card Reader'
 'Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages'
 'Hon Every-Day Series Multi-Task Chairs' 'Staple magnet'
 'KeyTronic\xa0E03601U1 -\xa0Keyboard\xa0- Beige'
 'Boston School Pro Electric Pencil Sharpener, 1670'
 ""Global Wood Trimmed Manager's Task Chair, Khaki""
 'Deluxe Heavy-Duty Vinyl Round Ring Binder'
 'XtraLife ClearVue Slant-D Ring Binder, White, 3""'
 'Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2'
 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive'
 'GBC VeloBinder Strips']","['Seattle' 'Hoover' 'Round Rock' 'Plantation' 'San Francisco'
 'Laguna Niguel' 'Buffalo' 'New York City' 'Arlington' 'Cincinnati']",4.05
Edward Hooks,32,10310.880000000001,47.93743285024768,2014-04-12,2017-08-17,"['GBC DocuBind TL200 Manual Binding Machine'
 'Global Commerce Series Low-Back Swivel/Tilt Chairs'
 'Euro-Pro Shark Turbo Vacuum'
 ""O'Sullivan 2-Door Barrister Bookcase in Odessa Pine"" 'Xerox 1960'
 'Fiskars Softgrip Scissors' 'Newell 317'
 'Computer Printout Paper with Letter-Trim Perforations'
 'Sanford EarthWrite Recycled Pencils, Medium Soft, #2'
 'SAFCO Boltless Steel Shelving' 'Xerox 1911' 'Staple envelope'
 'Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units'
 'White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes'
 'Eldon Base for stackable storage shelf, platinum'
 'Adams ""While You Were Out"" Message Pads'
 'Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black'
 'High Speed Automatic Electric Letter Opener'
 'Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box'
 'Hon Olson Stacker Stools' 'Riverleaf Stik-Withit Designer Note Cubes'
 'Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""'
 'Acco Translucent Poly Ring Binders' 'Staples' 'Newell 348'
 'GBC Personal VeloBind Strips'
 'Boston KS Multi-Size Manual Pencil Sharpener'
 'Prismacolor Color Pencil Set' 'Eldon 200 Class Desk Accessories'
 'Vinyl Sectional Post Binders' 'Southworth Parchment Paper & Envelopes'
 'Howard Miller 13"" Diameter Pewter Finish Round Wall Clock']","['Watertown' 'Revere' 'New York City' 'Seattle' 'Philadelphia'
 'San Francisco' 'Los Angeles' 'Chicago' 'Lodi']",4.28125
Edward Nazzal,9,2199.366,39.78644903595439,2015-05-30,2017-03-18,"['Easy-staple paper'
 'Panasonic KX MC6040 Color Laser Multifunction Printer'
 'Sauder Inglewood Library Bookcases' 'Linden 10"" Round Wall Clock, Black'
 'Peel-Off China Markers'
 'RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting'
 'Eureka The Boss Lite 10-Amp Upright Vacuum, Blue'
 'Plantronics MX500i Earset' 'GBC Poly Designer Binding Covers']",['New York City' 'Dallas' 'Grand Rapids'],1.5555555555555556
Eileen Kiefer,4,1303.478,25.837736775236774,2014-03-18,2017-11-16,"['Boston Electric Pencil Sharpener, Model 1818, Charcoal Black'
 'Newell 328'
 'Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order'
 'Maxell 4.7GB DVD+RW 3/Pack']",['Santa Ana' 'Escondido' 'San Francisco' 'Chicago'],3.25
Eleni McCrary,7,2567.01,29.242057276413664,2015-06-07,2017-08-20,"['3-ring staple pack'
 'Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs'
 'Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs'
 'Neat Ideas Personal Hanging Folder Files, Black'
 'Chromcraft Rectangular Conference Tables'
 'Memorex Micro Travel Drive 8 GB' 'Logitech G602 Wireless Gaming Mouse']",['Los Angeles' 'San Francisco' 'Franklin' 'New York City' 'Dover'],2.0
Elizabeth Moffitt,16,2339.598,53.48439527819524,2014-12-02,2017-11-05,"['Avery 486' '1.7 Cubic Foot Compact ""Cube"" Office Refrigerators'
 'Avery Printable Repositionable Plastic Tabs' 'Novimex Fabric Task Chair'
 'Cardinal Slant-D Ring Binders'
 'Logitech G35 7.1-Channel Surround Sound Headset'
 'Nortel Meridian M3904 Professional Digital phone'
 'Logitech\xa0MX Performance Wireless Mouse' 'Avery 484'
 'Executive Impressions 12"" Wall Clock' 'Xerox 1991'
 'Kingston Digital DataTraveler 8GB USB 2.0'
 'RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set'
 'Xerox 1889' 'Fellowes Mobile File Cart, Black'
 'Eldon Image Series Black Desk Accessories']","['Sioux Falls' 'Dallas' 'Los Angeles' 'Hollywood' 'Houston'
 'Moreno Valley' 'Sandy Springs' 'Paterson']",4.5
Ellis Ballard,8,4358.128,39.00805480980158,2014-05-30,2017-10-01,"['Personal Creations Ink Jet Cards and Labels'
 'GBC White Gloss Covers, Plain Front' 'Xerox 222'
 'Hon Every-Day Series Multi-Task Chairs'
 'Belkin OmniView SE Rackmount Kit'
 'Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock'
 'Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled'
 'Bush Advantage Collection Racetrack Conference Table']",['Seattle' 'New York City' 'Chicago' 'Richmond'],5.75
Elpida Rittenbach,5,1245.788,3.5505491884646316,2015-12-21,2016-11-04,"['Fellowes Basic Home/Office Series Surge Protectors'
 'Belkin 6 Outlet Metallic Surge Strip' 'Eldon Portable Mobile Manager'
 'BPI Conference Tables' 'Premier Electric Letter Opener']",['Saint Paul' 'Colorado Springs' 'Charlotte'],3.0
Emily Burns,11,2767.219,-4.695026119794299,2014-05-05,2017-09-21,"['Bretford CR4500 Series Slim Rectangular Table'
 'Office Star - Contemporary Task Swivel Chair'
 'Cardinal EasyOpen D-Ring Binders'
 'Fellowes Superior 10 Outlet Split Surge Protector'
 'Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box'
 'Nokia Lumia 521 (T-Mobile)'
 ""Global Value Mid-Back Manager's Chair, Gray""
 'ARKON Windshield Dashboard Air Vent Car Mount Holder'
 'Insertable Tab Indexes For Data Binders'
 'Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum'
 'Toshiba IPT2010-SD IP\xa0Telephone']","['Orem' 'New York City' 'Phoenix' 'Nashville' 'Philadelphia' 'San Antonio'
 'Franklin' 'Miami' 'Redding']",5.181818181818182
Emily Ducich,14,3484.92,21.288929277144774,2014-08-09,2017-08-17,"['Avery 494' 'Alphabetical Labels for Top Tab Filing' 'Newell 320'
 'Tensor Computer Mounted Lamp'
 'Acco Side-Punched Conventional Columnar Pads'
 'Avery Fluorescent Highlighter Four-Color Set'
 'SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair'
 '36X48 HARDFLOOR CHAIRMAT'
 'Belkin Premiere Surge Master II 8-outlet surge protector'
 'Wilson Jones International Size A4 Ring Binders'
 'Texas Instrument TI-15 Fraction Calculator'
 'NETGEAR N750 Dual Band Wi-Fi Gigabit Router' 'Hypercom P1300 Pinpad'
 'Hon Olson Stacker Chairs']","['San Diego' 'Houston' 'Los Angeles' 'Seattle' 'San Francisco'
 'New York City']",4.357142857142857
Emily Grady,9,1832.0199999999998,24.9278459305268,2015-11-02,2017-12-08,"['Xerox 1964' 'Bevis Traditional Conference Table Top, Plinth Base'
 'Personal Folder Holder, Ebony'
 'Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black'
 'Avery 520' 'SlimView Poly Binder, 3/8""'
 'Logitech\xa0Illuminated - Keyboard' 'Global Deluxe Steno Chair'
 'Eureka Hand Vacuum, Bagless']",['Oceanside' 'Chicago' 'Naperville' 'Philadelphia' 'Chesapeake'],3.7777777777777777
Emily Phan,31,5478.0608,32.30527552674944,2014-07-06,2017-12-18,"['Premier Elliptical Ring Binder, Black'
 'Canon Imageclass D680 Copier / Fax'
 'Jabra Supreme Plus Driver Edition\xa0Headset'
 'Bevis Rectangular Conference Tables' 'Global Deluxe Steno Chair'
 'Newell 327' 'Xerox 1996' 'Xerox 213'
 'Boston 1799 Powerhouse Electric Pencil Sharpener'
 'Global Ergonomic Managers Chair' 'Logitech Wireless Marathon Mouse M705'
 'Canvas Sectional Post Binders' 'Avery 476'
 'GBC DocuBind TL200 Manual Binding Machine' 'Laminate Occasional Tables'
 'Storex Dura Pro Binders'
 ""O'Sullivan Plantations 2-Door Library in Landvery Oak""
 'Premium Transparent Presentation Covers by GBC'
 'Logitech Wireless Headset H600 Over-The-Head Design' 'Newell 345'
 'Things To Do Today Pad'
 'Innergie mMini Combo Duo USB Travel Charging Kit'
 'OtterBox Defender Series Case - Samsung Galaxy S4' 'Xerox 1899'
 'Avery 49' 'Eldon Executive Woodline II Desk Accessories, Mahogany'
 'Xerox 1975' 'Round Specialty Laser Printer Labels'
 'Avery Fluorescent Highlighter Four-Color Set' 'Newell 309']","['Chicago' 'New York City' 'Philadelphia' 'Tempe' 'Los Angeles' 'Detroit'
 'Dearborn Heights' 'Tampa' 'Dover' 'Houston' 'Jacksonville' 'Deltona'
 'Jonesboro' 'San Francisco' 'San Diego']",4.387096774193548
Eric Barreto,7,944.5999999999999,31.98696595755419,2014-02-02,2017-07-22,"['Home/Office Personal File Carts'
 'Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)'
 'Eldon Expressions Wood and Plastic Desk Accessories, Oak'
 'Flexible Leather- Look Classic Collection Ring Binder'
 'Hon Every-Day Series Multi-Task Chairs' 'Surelock Post Binders'
 'AT&T 17929 Lendline Telephone']",['San Francisco' 'Richmond' 'La Crosse' 'Chicago' 'Saint Petersburg'],5.142857142857143
Eric Hoffmann,17,684.171,19.83491371646714,2014-07-02,2017-05-27,"['Wilson Jones Active Use Binders'
 'Imation\xa08GB Mini TravelDrive USB 2.0\xa0Flash Drive'
 'Tennsco Lockers, Gray'
 'GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs'
 'GBC Standard Recycled Report Covers, Clear Plastic Sheets' 'Staples'
 'Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13'
 'invisibleSHIELD by ZAGG Smudge-Free Screen Protector' 'Xerox 1905'
 'Avery Hidden Tab Dividers for Binding Systems'
 'Logitech B530 USB\xa0Headset\xa0-\xa0headset\xa0- Full size, Binaural'
 'DIXON Ticonderoga Erasable Checking Pencils'
 'Accohide Poly Flexible Ring Binders' 'Xerox 2'
 'Staple-based wall hangings' 'Maxell 74 Minute CDR, 10/Pack'
 'Binding Machine Supplies']","['Los Angeles' 'Houston' 'Plainfield' 'Tempe' 'Memphis' 'Costa Mesa'
 'Philadelphia']",3.9411764705882355
Eric Murdock,6,933.7040000000001,4.78164149397026,2015-10-01,2017-08-01,"['Lenovo 17-Key USB Numeric Keypad'
 'Rogers Handheld Barrel Pencil Sharpener'
 'Fellowes Mobile File Cart, Black' 'Accohide Poly Flexible Ring Binders'
 'Wilson Electronics DB Pro Signal Booster']",['Philadelphia' 'Baltimore' 'San Francisco' 'Quincy' 'Portland'],3.8333333333333335
Erica Bern,6,1643.255,9.504883559866373,2016-01-04,2017-12-30,"['Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl' 'GBC Binding covers'
 'Hewlett Packard 310 Color Digital Copier'
 'Martin-Yale Premier Letter Opener' 'Presstex Flexible Ring Binders'
 'Motorola L703CM']",['Fairfield' 'Charlotte' 'Greensboro' 'Los Angeles'],4.0
Erica Hackney,8,825.95,51.77141156878785,2014-01-15,2016-11-20,"['Logitech 910-002974 M325 Wireless Mouse for Web Scrolling'
 'Global Leather & Oak Executive Chair, Burgundy'
 'Wireless Extenders zBoost YX545 SOHO Signal Booster'
 'Global Value Steno Chair, Gray'
 'Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""'
 'Xerox Color Copier Paper, 11"" x 17"", Ream'
 'Turquoise Lead Holder with Pocket Clip' 'Xerox 1999']",['Roswell' 'Sacramento' 'Houston' 'New York City' 'Meriden' 'Bellevue'],3.75
Erica Hernandez,11,1219.5300000000002,45.673570177984764,2014-05-13,2017-12-28,"['Xerox 1881' 'Staples' 'GBC DocuBind P100 Manual Binding Machine'
 ""O'Sullivan 4-Shelf Bookcase in Odessa Pine"" 'Avery 511'
 'Quality Park Security Envelopes'
 'Belkin SportFit Armband For iPhone 5s/5c, Fuchsia'
 'Carina Double Wide Media Storage Towers in Natural & Black'
 'GBC VeloBind Cover Sets' 'Insertable Tab Indexes For Data Binders'
 'Green Bar Computer Printout Paper']","['Denver' 'Hialeah' 'Lansing' 'Philadelphia' 'Nashville' 'Jonesboro'
 'San Francisco']",2.4545454545454546
Erica Smith,8,3510.458,41.68563517620548,2014-09-20,2017-11-20,"['Avery 499' 'Wirebound Message Book, 4 per Page'
 'Razer Kraken PRO Over Ear PC and Music Headset'
 'Office Star - Mesh Screen back chair with Vinyl seat'
 'GBC DocuBind 200 Manual Binding Machine'
 'Panasonic KX-TG6844B Expandable Digital Cordless Telephone'
 'Global Deluxe Steno Chair' 'Xerox 1916']",['San Francisco' 'New York City' 'Jackson' 'Los Angeles' 'Houston'],5.125
Erin Ashbrook,25,2846.705,22.957416918628205,2014-09-13,2017-07-31,"['GBC Instant Index System for Binding Systems'
 'Cameo Buff Policy Envelopes'
 'Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room'
 'Advantus Push Pins' 'Global Stack Chair with Arms, Black' 'Xerox 206'
 'Logitech Trackman Marble Mouse' 'Xerox 1991'
 'Faber Castell Col-Erase Pencils' 'Xerox 1893'
 'Large Capacity Hanging Post Binders'
 'Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book'
 'Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5'
 'Panasonic KX T7736-B Digital phone' 'Canon PC1080F Personal Copier'
 'Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner'
 'IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case' 'Xerox 228'
 'Global Airflow Leather Mesh Back Chair, Black' 'Xerox 201'
 'Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts'
 'Howard Miller 13"" Diameter Pewter Finish Round Wall Clock'
 'Acco Economy Flexible Poly Round Ring Binder'
 'GBC Standard Therm-A-Bind Covers']","['Charlotte' 'Columbia' 'Chicago' 'Carrollton' 'Philadelphia'
 'Los Angeles' 'Columbus' 'Springfield' 'Pasadena' 'Huntsville'
 'New York City' 'Mason']",3.56
Erin Creighton,7,461.91400000000004,45.54274636702406,2014-12-17,2017-11-07,"['Xerox 1980'
 'Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders'
 'Case Logic 2.4GHz Wireless Keyboard' 'Xerox 1907'
 'Eldon Portable Mobile Manager' 'Master Big Foot Doorstop, Beige'
 'Storex DuraTech Recycled Plastic Frosted Binders']",['New York City' 'Columbus' 'San Francisco' 'Oklahoma City'],4.428571428571429
Erin Mull,6,228.99,17.439158064158054,2014-07-22,2017-11-13,"['Premium Writing Pencils, Soft, #2 by Central Association for the Blind'
 'Logitech G602 Wireless Gaming Mouse'
 'Acco Translucent Poly Ring Binders' 'Easy-staple paper'
 'Personal Folder Holder, Ebony' 'Nu-Dell Executive Frame']",['New York City' 'Jacksonville' 'Frisco'],4.333333333333333
